# Here you find the simulation outputdata
# Look into hetero_Particles.dat for general simulation data and aggregate data
#
#######################################################
# Experiment:							hetero
# Date:									2025-04-04 11:41

#######################################################
# Conditions acc to:					Pe
# Peclet Number:						0.0000e+00
# z-Velocity (m/s):						0.0000e+00
# Box_size (rel. to r_mean):			280
# Hight above max(z) (rel. to r_mean):	60
# Timestep adjustment:					1.00
# Temperature (K):						1488.10
#######################################################
# Particle Size Distribution:			lognorm
# Particle Mean Radius (nm):			4.48
# Particle sDerivation:					0.37
# Calculation Friction acc to:			Chen & Dahneke
#######################################################
# Primary particles:					200000
# Aggregates:							6452
# Particle Number Distribution:			none
# Particles per Aggregate:				31
#
# Fractal Dimension / Prefactor:		2.05	1.30
# Epsilon,Delta,Deformation:			1.001	1.010	1.000
# One Material is used
# Density (kg/m^3):						4.23e+03
#
#######################################################
# Agg	Np	Diff_p(m^2/s)	frict	m_p(kg)	t_s(s)	r_g	rho(kg/m^3)
1185	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072951e-08	4.230e+03
1186	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082369e-08	4.230e+03
1187	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084178e-08	4.230e+03
1188	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.065162e-08	4.230e+03
1189	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098739e-08	4.230e+03
1190	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096956e-08	4.230e+03
1191	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.076692e-08	4.230e+03
1192	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094633e-08	4.230e+03
1193	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086809e-08	4.230e+03
1194	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085008e-08	4.230e+03
1195	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.036228e-08	4.230e+03
1196	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.101476e-08	4.230e+03
1197	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.064827e-08	4.230e+03
1198	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083700e-08	4.230e+03
1199	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082109e-08	4.230e+03
1200	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096320e-08	4.230e+03
1201	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070117e-08	4.230e+03
1202	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096486e-08	4.230e+03
1203	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088238e-08	4.230e+03
1204	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092254e-08	4.230e+03
1205	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094712e-08	4.230e+03
1206	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086089e-08	4.230e+03
1207	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096506e-08	4.230e+03
1208	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.030110e-08	4.230e+03
1209	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085882e-08	4.230e+03
1210	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.052487e-08	4.230e+03
1211	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097947e-08	4.230e+03
1212	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093370e-08	4.230e+03
1213	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073150e-08	4.230e+03
1214	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073273e-08	4.230e+03
1215	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098109e-08	4.230e+03
1216	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086688e-08	4.230e+03
1217	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.100770e-08	4.230e+03
1218	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066905e-08	4.230e+03
1219	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092724e-08	4.230e+03
1220	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095154e-08	4.230e+03
1221	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095525e-08	4.230e+03
1222	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095284e-08	4.230e+03
1223	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085319e-08	4.230e+03
1224	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.065644e-08	4.230e+03
1225	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088634e-08	4.230e+03
1226	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083911e-08	4.230e+03
1227	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097153e-08	4.230e+03
1228	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086022e-08	4.230e+03
1229	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082166e-08	4.230e+03
1230	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.058041e-08	4.230e+03
1231	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089344e-08	4.230e+03
1232	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.059948e-08	4.230e+03
1233	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070028e-08	4.230e+03
1234	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093716e-08	4.230e+03
1235	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093076e-08	4.230e+03
1236	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.943273e-08	4.230e+03
1237	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075558e-08	4.230e+03
1238	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.035526e-08	4.230e+03
1239	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094638e-08	4.230e+03
1240	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092071e-08	4.230e+03
1241	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097880e-08	4.230e+03
1242	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.078744e-08	4.230e+03
1243	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.069647e-08	4.230e+03
1244	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.061801e-08	4.230e+03
1245	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.057491e-08	4.230e+03
1246	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086989e-08	4.230e+03
1247	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.056072e-08	4.230e+03
1248	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073523e-08	4.230e+03
1249	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074855e-08	4.230e+03
1250	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.060764e-08	4.230e+03
1251	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088631e-08	4.230e+03
1252	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098554e-08	4.230e+03
1253	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.062991e-08	4.230e+03
1254	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.063936e-08	4.230e+03
1255	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074844e-08	4.230e+03
1256	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.056075e-08	4.230e+03
1257	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095501e-08	4.230e+03
1258	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095811e-08	4.230e+03
1259	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094576e-08	4.230e+03
1260	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.063255e-08	4.230e+03
1261	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085970e-08	4.230e+03
1262	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077097e-08	4.230e+03
1263	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096933e-08	4.230e+03
1264	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.055948e-08	4.230e+03
1265	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.063481e-08	4.230e+03
1266	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095742e-08	4.230e+03
1267	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091938e-08	4.230e+03
1268	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074152e-08	4.230e+03
1269	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.101147e-08	4.230e+03
1270	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.035276e-08	4.230e+03
1271	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083237e-08	4.230e+03
1272	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.021312e-08	4.230e+03
1273	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.071655e-08	4.230e+03
1274	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066586e-08	4.230e+03
1275	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089928e-08	4.230e+03
1276	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.069842e-08	4.230e+03
1277	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072581e-08	4.230e+03
1278	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092933e-08	4.230e+03
1279	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099948e-08	4.230e+03
1280	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.071423e-08	4.230e+03
1281	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084721e-08	4.230e+03
1282	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099300e-08	4.230e+03
1283	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091910e-08	4.230e+03
1284	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087489e-08	4.230e+03
1285	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.057440e-08	4.230e+03
1286	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077879e-08	4.230e+03
1287	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095959e-08	4.230e+03
1288	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091520e-08	4.230e+03
1289	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095880e-08	4.230e+03
1290	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087484e-08	4.230e+03
1291	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.078372e-08	4.230e+03
1292	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.050530e-08	4.230e+03
1293	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074785e-08	4.230e+03
1294	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.101354e-08	4.230e+03
1295	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088141e-08	4.230e+03
1296	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.064680e-08	4.230e+03
1297	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085104e-08	4.230e+03
1298	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096384e-08	4.230e+03
1299	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.051773e-08	4.230e+03
1300	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099519e-08	4.230e+03
1301	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073323e-08	4.230e+03
1302	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084832e-08	4.230e+03
1303	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.037276e-08	4.230e+03
1304	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.059511e-08	4.230e+03
1305	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097023e-08	4.230e+03
1306	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089975e-08	4.230e+03
1307	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091415e-08	4.230e+03
1308	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087111e-08	4.230e+03
1309	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081562e-08	4.230e+03
1310	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095305e-08	4.230e+03
1311	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074104e-08	4.230e+03
1312	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079885e-08	4.230e+03
1313	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091338e-08	4.230e+03
1314	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077963e-08	4.230e+03
1315	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079995e-08	4.230e+03
1316	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099833e-08	4.230e+03
1317	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084180e-08	4.230e+03
1318	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082819e-08	4.230e+03
1319	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093904e-08	4.230e+03
1320	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086422e-08	4.230e+03
1321	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083952e-08	4.230e+03
1322	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066578e-08	4.230e+03
1323	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.062722e-08	4.230e+03
1324	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090312e-08	4.230e+03
1325	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091139e-08	4.230e+03
1326	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092279e-08	4.230e+03
1327	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088737e-08	4.230e+03
1328	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083618e-08	4.230e+03
1329	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094894e-08	4.230e+03
1330	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077578e-08	4.230e+03
1331	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095316e-08	4.230e+03
1332	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.043693e-08	4.230e+03
1333	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074649e-08	4.230e+03
1334	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089921e-08	4.230e+03
1335	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086621e-08	4.230e+03
1336	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072802e-08	4.230e+03
1337	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097104e-08	4.230e+03
1338	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084013e-08	4.230e+03
1339	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097935e-08	4.230e+03
1340	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097529e-08	4.230e+03
1341	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085734e-08	4.230e+03
1342	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096484e-08	4.230e+03
1343	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086155e-08	4.230e+03
1344	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093243e-08	4.230e+03
1345	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091302e-08	4.230e+03
1346	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086761e-08	4.230e+03
1347	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098535e-08	4.230e+03
1348	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082773e-08	4.230e+03
1349	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095438e-08	4.230e+03
1350	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093137e-08	4.230e+03
1351	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074147e-08	4.230e+03
1352	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093168e-08	4.230e+03
1353	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088246e-08	4.230e+03
1354	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096032e-08	4.230e+03
1355	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074421e-08	4.230e+03
1356	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.060092e-08	4.230e+03
1357	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097813e-08	4.230e+03
1358	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074838e-08	4.230e+03
1359	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081331e-08	4.230e+03
1360	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095863e-08	4.230e+03
1361	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074664e-08	4.230e+03
1362	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.052372e-08	4.230e+03
1363	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.102550e-08	4.230e+03
1364	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082554e-08	4.230e+03
1365	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081868e-08	4.230e+03
1366	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097169e-08	4.230e+03
1367	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081073e-08	4.230e+03
1368	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087101e-08	4.230e+03
1369	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080857e-08	4.230e+03
1370	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.068824e-08	4.230e+03
1371	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086481e-08	4.230e+03
1372	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089738e-08	4.230e+03
1373	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.102448e-08	4.230e+03
1374	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094576e-08	4.230e+03
1375	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086601e-08	4.230e+03
1376	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080596e-08	4.230e+03
1377	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074655e-08	4.230e+03
1378	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.068918e-08	4.230e+03
1379	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.065742e-08	4.230e+03
1380	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094124e-08	4.230e+03
1381	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084222e-08	4.230e+03
1382	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097398e-08	4.230e+03
1383	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094692e-08	4.230e+03
1384	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087886e-08	4.230e+03
1385	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086426e-08	4.230e+03
1386	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084690e-08	4.230e+03
1387	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090073e-08	4.230e+03
1388	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074165e-08	4.230e+03
1389	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085358e-08	4.230e+03
1390	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095817e-08	4.230e+03
1391	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091435e-08	4.230e+03
1392	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079025e-08	4.230e+03
1393	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090338e-08	4.230e+03
1394	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090890e-08	4.230e+03
1395	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080340e-08	4.230e+03
1396	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098585e-08	4.230e+03
1397	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099087e-08	4.230e+03
1398	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082848e-08	4.230e+03
1399	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095307e-08	4.230e+03
1400	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.078724e-08	4.230e+03
1401	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.060816e-08	4.230e+03
1402	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089187e-08	4.230e+03
1403	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.059145e-08	4.230e+03
1404	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086551e-08	4.230e+03
1405	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098650e-08	4.230e+03
1406	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094808e-08	4.230e+03
1407	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.101520e-08	4.230e+03
1408	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091466e-08	4.230e+03
1409	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085605e-08	4.230e+03
1410	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083062e-08	4.230e+03
1411	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098283e-08	4.230e+03
1412	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.078169e-08	4.230e+03
1413	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087519e-08	4.230e+03
1414	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.035015e-08	4.230e+03
1415	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.059478e-08	4.230e+03
1416	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.053410e-08	4.230e+03
1417	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.063306e-08	4.230e+03
1418	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.067795e-08	4.230e+03
1419	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070855e-08	4.230e+03
1420	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.060512e-08	4.230e+03
1421	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084967e-08	4.230e+03
1422	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072118e-08	4.230e+03
1423	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081819e-08	4.230e+03
1424	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081306e-08	4.230e+03
1425	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088492e-08	4.230e+03
1426	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.068225e-08	4.230e+03
1427	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.069124e-08	4.230e+03
1428	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099966e-08	4.230e+03
1429	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082248e-08	4.230e+03
1430	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084893e-08	4.230e+03
1431	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083173e-08	4.230e+03
1432	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077145e-08	4.230e+03
1433	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092995e-08	4.230e+03
1434	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089816e-08	4.230e+03
1435	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.076767e-08	4.230e+03
1436	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.068325e-08	4.230e+03
1437	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.001747e-08	4.230e+03
1438	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.102183e-08	4.230e+03
1439	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070670e-08	4.230e+03
1440	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.023247e-08	4.230e+03
1441	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.015809e-08	4.230e+03
1442	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.064232e-08	4.230e+03
1443	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085420e-08	4.230e+03
