# Here you find the simulation outputdata
# Look into hetero_Particles.dat for general simulation data and aggregate data
#
#######################################################
# Experiment:							hetero
# Date:									2025-04-04 11:41

#######################################################
# Conditions acc to:					Pe
# Peclet Number:						0.0000e+00
# z-Velocity (m/s):						0.0000e+00
# Box_size (rel. to r_mean):			280
# Hight above max(z) (rel. to r_mean):	60
# Timestep adjustment:					1.00
# Temperature (K):						1488.10
#######################################################
# Particle Size Distribution:			lognorm
# Particle Mean Radius (nm):			4.48
# Particle sDerivation:					0.37
# Calculation Friction acc to:			Chen & Dahneke
#######################################################
# Primary particles:					200000
# Aggregates:							6452
# Particle Number Distribution:			none
# Particles per Aggregate:				31
#
# Fractal Dimension / Prefactor:		2.05	1.30
# Epsilon,Delta,Deformation:			1.001	1.010	1.000
# One Material is used
# Density (kg/m^3):						4.23e+03
#
#######################################################
# Agg	Np	Diff_p(m^2/s)	frict	m_p(kg)	t_s(s)	r_g	rho(kg/m^3)
3432	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.038075e-08	4.230e+03
3433	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.065102e-08	4.230e+03
3434	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088997e-08	4.230e+03
3435	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089539e-08	4.230e+03
3436	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.052800e-08	4.230e+03
3437	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082752e-08	4.230e+03
3438	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.028986e-08	4.230e+03
3439	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066887e-08	4.230e+03
3440	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.051778e-08	4.230e+03
3441	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.039584e-08	4.230e+03
3442	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098602e-08	4.230e+03
3443	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080467e-08	4.230e+03
3444	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072354e-08	4.230e+03
3445	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086185e-08	4.230e+03
3446	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095013e-08	4.230e+03
3447	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077121e-08	4.230e+03
3448	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083090e-08	4.230e+03
3449	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079137e-08	4.230e+03
3450	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.067583e-08	4.230e+03
3451	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087347e-08	4.230e+03
3452	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.064587e-08	4.230e+03
3453	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082065e-08	4.230e+03
3454	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.063026e-08	4.230e+03
3455	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.045487e-08	4.230e+03
3456	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087157e-08	4.230e+03
3457	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089241e-08	4.230e+03
3458	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.062172e-08	4.230e+03
3459	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075322e-08	4.230e+03
3460	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.076288e-08	4.230e+03
3461	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083321e-08	4.230e+03
3462	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090180e-08	4.230e+03
3463	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.064427e-08	4.230e+03
3464	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.041618e-08	4.230e+03
3465	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.100513e-08	4.230e+03
3466	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082394e-08	4.230e+03
3467	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.055758e-08	4.230e+03
3468	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.041402e-08	4.230e+03
3469	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084423e-08	4.230e+03
3470	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.068733e-08	4.230e+03
3471	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093014e-08	4.230e+03
3472	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074864e-08	4.230e+03
3473	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070724e-08	4.230e+03
3474	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.986371e-08	4.230e+03
3475	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079243e-08	4.230e+03
3476	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.878410e-08	4.230e+03
3477	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097525e-08	4.230e+03
3478	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097791e-08	4.230e+03
3479	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.103003e-08	4.230e+03
3480	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.038908e-08	4.230e+03
3481	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.022073e-08	4.230e+03
3482	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075302e-08	4.230e+03
3483	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081799e-08	4.230e+03
3484	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084522e-08	4.230e+03
3485	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080673e-08	4.230e+03
3486	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094689e-08	4.230e+03
3487	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077901e-08	4.230e+03
3488	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.988321e-08	4.230e+03
3489	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.068330e-08	4.230e+03
3490	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.060277e-08	4.230e+03
3491	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066711e-08	4.230e+03
3492	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080510e-08	4.230e+03
3493	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095776e-08	4.230e+03
3494	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086871e-08	4.230e+03
3495	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.008158e-08	4.230e+03
3496	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074426e-08	4.230e+03
3497	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098102e-08	4.230e+03
3498	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.056556e-08	4.230e+03
3499	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073016e-08	4.230e+03
3500	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080045e-08	4.230e+03
3501	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.054587e-08	4.230e+03
3502	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.003028e-08	4.230e+03
3503	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088302e-08	4.230e+03
3504	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.052969e-08	4.230e+03
3505	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.984308e-08	4.230e+03
3506	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.049316e-08	4.230e+03
3507	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.991738e-08	4.230e+03
3508	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.065510e-08	4.230e+03
3509	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.078926e-08	4.230e+03
3510	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095391e-08	4.230e+03
3511	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.022183e-08	4.230e+03
3512	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084151e-08	4.230e+03
3513	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086840e-08	4.230e+03
3514	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.986421e-08	4.230e+03
3515	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082446e-08	4.230e+03
3516	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.020095e-08	4.230e+03
3517	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087728e-08	4.230e+03
3518	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.029521e-08	4.230e+03
3519	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.101784e-08	4.230e+03
3520	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.047620e-08	4.230e+03
3521	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092379e-08	4.230e+03
3522	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.050121e-08	4.230e+03
3523	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090220e-08	4.230e+03
3524	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070500e-08	4.230e+03
3525	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073374e-08	4.230e+03
3526	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.015112e-08	4.230e+03
3527	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089547e-08	4.230e+03
3528	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094854e-08	4.230e+03
3529	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089619e-08	4.230e+03
3530	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081196e-08	4.230e+03
3531	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081950e-08	4.230e+03
3532	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.053264e-08	4.230e+03
3533	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070338e-08	4.230e+03
3534	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099674e-08	4.230e+03
3535	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.057486e-08	4.230e+03
3536	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079800e-08	4.230e+03
3537	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.064749e-08	4.230e+03
3538	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.067578e-08	4.230e+03
3539	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095692e-08	4.230e+03
3540	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.071870e-08	4.230e+03
3541	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077209e-08	4.230e+03
3542	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.954128e-08	4.230e+03
3543	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073917e-08	4.230e+03
3544	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097851e-08	4.230e+03
3545	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095547e-08	4.230e+03
3546	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.031016e-08	4.230e+03
3547	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094826e-08	4.230e+03
3548	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087802e-08	4.230e+03
3549	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.067078e-08	4.230e+03
3550	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095345e-08	4.230e+03
3551	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075516e-08	4.230e+03
3552	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.056824e-08	4.230e+03
3553	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080605e-08	4.230e+03
3554	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091588e-08	4.230e+03
3555	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.078896e-08	4.230e+03
3556	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072398e-08	4.230e+03
3557	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.076169e-08	4.230e+03
3558	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090742e-08	4.230e+03
3559	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066331e-08	4.230e+03
3560	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.076258e-08	4.230e+03
3561	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073945e-08	4.230e+03
3562	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.064770e-08	4.230e+03
3563	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.020010e-08	4.230e+03
3564	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.960303e-08	4.230e+03
3565	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.021860e-08	4.230e+03
3566	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.975651e-08	4.230e+03
3567	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.062602e-08	4.230e+03
3568	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.009400e-08	4.230e+03
3569	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.061303e-08	4.230e+03
3570	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097627e-08	4.230e+03
3571	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081468e-08	4.230e+03
3572	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.027315e-08	4.230e+03
3573	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.000940e-08	4.230e+03
3574	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075539e-08	4.230e+03
3575	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093090e-08	4.230e+03
3576	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.036692e-08	4.230e+03
3577	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090930e-08	4.230e+03
3578	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.060982e-08	4.230e+03
3579	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.053450e-08	4.230e+03
3580	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.992286e-08	4.230e+03
3581	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089902e-08	4.230e+03
3582	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.048787e-08	4.230e+03
3583	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075568e-08	4.230e+03
3584	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.062940e-08	4.230e+03
3585	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093341e-08	4.230e+03
3586	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088869e-08	4.230e+03
3587	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.061970e-08	4.230e+03
3588	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066206e-08	4.230e+03
3589	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.065429e-08	4.230e+03
3590	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075885e-08	4.230e+03
3591	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.059394e-08	4.230e+03
3592	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066603e-08	4.230e+03
3593	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074643e-08	4.230e+03
3594	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.988521e-08	4.230e+03
3595	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087762e-08	4.230e+03
3596	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.008108e-08	4.230e+03
3597	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.892969e-08	4.230e+03
3598	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090648e-08	4.230e+03
3599	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087750e-08	4.230e+03
3600	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087870e-08	4.230e+03
3601	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.027496e-08	4.230e+03
3602	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074578e-08	4.230e+03
3603	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085282e-08	4.230e+03
3604	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084156e-08	4.230e+03
3605	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.059264e-08	4.230e+03
3606	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.065157e-08	4.230e+03
3607	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.034484e-08	4.230e+03
3608	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088929e-08	4.230e+03
3609	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.041608e-08	4.230e+03
3610	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082789e-08	4.230e+03
3611	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079192e-08	4.230e+03
3612	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097633e-08	4.230e+03
3613	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092869e-08	4.230e+03
3614	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088310e-08	4.230e+03
3615	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.055698e-08	4.230e+03
3616	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.038034e-08	4.230e+03
3617	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095327e-08	4.230e+03
3618	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.042266e-08	4.230e+03
3619	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.000192e-08	4.230e+03
3620	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094203e-08	4.230e+03
3621	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096433e-08	4.230e+03
3622	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098906e-08	4.230e+03
3623	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081534e-08	4.230e+03
3624	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.040288e-08	4.230e+03
3625	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.053886e-08	4.230e+03
3626	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096054e-08	4.230e+03
3627	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091260e-08	4.230e+03
3628	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080744e-08	4.230e+03
3629	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073521e-08	4.230e+03
3630	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080688e-08	4.230e+03
3631	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.063580e-08	4.230e+03
3632	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081120e-08	4.230e+03
3633	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096260e-08	4.230e+03
3634	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084143e-08	4.230e+03
3635	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.058904e-08	4.230e+03
3636	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085221e-08	4.230e+03
3637	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097389e-08	4.230e+03
3638	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.043875e-08	4.230e+03
3639	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085821e-08	4.230e+03
3640	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.060714e-08	4.230e+03
3641	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089665e-08	4.230e+03
3642	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094048e-08	4.230e+03
3643	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086464e-08	4.230e+03
3644	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080962e-08	4.230e+03
3645	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097901e-08	4.230e+03
3646	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.049696e-08	4.230e+03
3647	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.069030e-08	4.230e+03
3648	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080298e-08	4.230e+03
3649	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.061222e-08	4.230e+03
3650	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099537e-08	4.230e+03
3651	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.061584e-08	4.230e+03
3652	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.046439e-08	4.230e+03
3653	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087056e-08	4.230e+03
3654	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087801e-08	4.230e+03
3655	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082541e-08	4.230e+03
3656	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.018885e-08	4.230e+03
3657	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.055698e-08	4.230e+03
3658	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.067715e-08	4.230e+03
3659	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.102042e-08	4.230e+03
3660	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084578e-08	4.230e+03
3661	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075329e-08	4.230e+03
3662	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072458e-08	4.230e+03
3663	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082375e-08	4.230e+03
3664	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092481e-08	4.230e+03
3665	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.064376e-08	4.230e+03
3666	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079710e-08	4.230e+03
3667	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091825e-08	4.230e+03
3668	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088920e-08	4.230e+03
3669	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081259e-08	4.230e+03
3670	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.067384e-08	4.230e+03
3671	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099727e-08	4.230e+03
3672	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077835e-08	4.230e+03
3673	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099845e-08	4.230e+03
3674	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077766e-08	4.230e+03
3675	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.947830e-08	4.230e+03
3676	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074873e-08	4.230e+03
3677	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.055497e-08	4.230e+03
3678	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089367e-08	4.230e+03
3679	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083610e-08	4.230e+03
3680	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.034394e-08	4.230e+03
3681	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.044622e-08	4.230e+03
3682	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081467e-08	4.230e+03
3683	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075902e-08	4.230e+03
3684	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093441e-08	4.230e+03
3685	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091146e-08	4.230e+03
3686	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.061008e-08	4.230e+03
3687	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081861e-08	4.230e+03
3688	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096570e-08	4.230e+03
3689	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084482e-08	4.230e+03
3690	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080039e-08	4.230e+03
